Mebol, 101 FW, 101 TC, 101 TW, 102 FC, 102 FW, 102 TC, 102 TW, 103 FC, 103 FW, 103 TC, 103 TW, 104 FC, 104 FW, 104 TC, 104 TW, 105 FC, 105 FW, 105 TC, 105 TW, 110 FC, 110 FW, 110 TC, 110 TW, 111 FC, 111 FW, 111 TC, 111 TW, 112 FC, 112 FW, 112 TC, 112 TW, 113 FC, 113 FW, 113 TC, 113 TW, 114 FC, 114 FW, 114 TC, 114 TW, 124 FC, 124 FW, 124 NB FC, 124 TC, 124 TW, 125 FC, 125 FW, 125 TC, 125 TW, 126 FC, 126 FW, 126 TC, 126 TW, 127 FC, 127 FW, 127 TC, 127 TW, 128 FC, 128 FW, 128 TC, 128 TW, 201 FC, 201 FW, 201 TC, 201 TW, 202 FC, 202 FW, 202 TC, 202 TW, 203 FC, 203 FW, 203 TC, 203 TW, 204 FC, 204 FW, 204 TC, 204 TW, 205 FC, 205 FW, 205 TC, 205 TW, 210 FC, 210 FW, 210 TC, 210 TW, 211 FC, 211 FW, 211 TC, 211 TW, 212 FC, 212 FW, 212 TC, 212 TW, 213 FC, 213 FW, 213 TC, 213 TW, 214 FC, 214 FW, 214 NB FW, 214 TC, 214 TW, 215 FC, 215 FW, 215 TC, 215 TW, 216 FC, 216 FW, 216 TC, 216 TW, 217 FC, 217 FW, 217 TC, 217 TW, 218 FC, 218 FW, 218 TC, 218 TW, 219 FC, 219 FW, 219 TC, 219 TW, 226 FC, 226 FW, 226 TC, 226 TW, 227 FC, 227 FW, 227 TC, 227 TW, 228 FC, 228 FW, 228 TC, 228 TW, 229 FC, 229 FW, 229 TC, 229 TW, 230 FC, 230 FW, 230 TC, 230 TW,101 FC
PE 35:1 [M+H]+_2642,2688,NAN,NAN,2641,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2623,3374,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3347,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3460,NAN,NAN,3115,NAN,3353,NAN,3402,NAN,NAN,3253,NAN,NAN,3226,NAN,2948,NAN,2602,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3353,NAN,3492,NAN,NAN,NAN,NAN,NAN,NAN,3303,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3510,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2034,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3038,3333,NAN,NAN,2993,NAN
PE 35:1 [M+H]+_1340,NAN,NAN,2879,2612,2543,NAN,2682,NAN,NAN,NAN,2812,3110,NAN,2882,NAN,2644,2633,NAN,NAN,3878,4360,4392,NAN,3439,3415,NAN,3659,NAN,3620,4507,NAN,NAN,1522,NAN,3349,3816,3590,3736,3509,NAN,2945,2646,2712,NAN,3435,2873,NAN,NAN,2795,NAN,NAN,2401,NAN,NAN,2918,NAN,2683,2764,NAN,2888,3368,4488,NAN,NAN,NAN,NAN,3531,NAN,NAN,NAN,NAN,3371,3809,NAN,NAN,NAN,NAN,2606,NAN,NAN,2734,2276,NAN,NAN,4419,3496,4082,3459,2990,NAN,NAN,NAN,NAN,2588,3515,1684,NAN,NAN,NAN,4486,NAN,NAN,NAN,NAN,NAN,NAN,2587,3582,NAN,NAN,NAN,NAN,NAN,NAN,3487,NAN,NAN,NAN,2701,NAN,NAN,3493,NAN,NAN,2821,NAN,2576,2426,NAN,2719,NAN,NAN,NAN,2785,2951,NAN,3081,NAN,NAN,NAN,NAN,NAN
PE 35:1 [M+H]+_1485,NAN,NAN,NAN,4524,NAN,NAN,NAN,NAN,NAN,NAN,4723,NAN,5099,NAN,NAN,NAN,5056,NAN,NAN,NAN,6327,NAN,NAN,5841,NAN,NAN,NAN,NAN,NAN,7578,NAN,NAN,NAN,NAN,NAN,NAN,4833,NAN,NAN,NAN,NAN,NAN,5000,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4287,NAN,NAN,NAN,5264,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5342,NAN,NAN,NAN,5130,NAN,NAN,NAN,NAN,NAN,5173,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5735,NAN,NAN,NAN,5377,5935,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6956,6104,5643,NAN,5442,5135,NAN,NAN,NAN,NAN,NAN,NAN,6475,5022,NAN,5628,NAN,NAN,5696,NAN,6047,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4662,NAN,NAN,NAN,NAN,4963
PE 35:1 [M+H]+_602,3946,4980,4293,4617,NAN,4911,4693,5880,4684,NAN,4396,5127,4552,4076,4681,NAN,4420,4998,NAN,6697,6174,6734,4422,NAN,5145,5468,5516,NAN,NAN,7217,6405,5805,NAN,4402,5078,6420,4946,5932,5436,5138,4340,4731,NAN,4589,5035,4866,5351,5209,4471,3417,NAN,NAN,5405,5233,NAN,4982,4836,4974,4262,4484,5645,5182,4391,4721,4760,NAN,NAN,5060,5553,5018,NAN,5241,6124,5345,5629,5349,NAN,NAN,NAN,3914,5505,4856,6017,5012,6448,NAN,6686,5671,6113,NAN,5391,5458,5645,4671,5877,NAN,6543,NAN,3203,NAN,6104,5596,4165,5187,4401,5451,2780,5018,4522,NAN,NAN,NAN,NAN,NAN,4432,5906,NAN,NAN,4612,NAN,5356,5342,NAN,5038,NAN,4739,4417,4172,NAN,NAN,4609,NAN,4542,4864,4598,NAN,NAN,5115,4388,4925,5011,NAN
PE 35:1 [M+H]+_2030,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2344,NAN,NAN,3352,NAN,2593,NAN,NAN,NAN,NAN,NAN,4842,NAN,NAN,NAN,5103,NAN,5865,4833,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2003,NAN,NAN,NAN,NAN,4207,NAN,NAN,2695,3355,NAN,NAN,NAN,NAN,3972,NAN,NAN,3386,NAN,NAN,NAN,3403,NAN,NAN,NAN,NAN,3755,NAN,3465,NAN,NAN,NAN,NAN,NAN,NAN,4078,NAN,NAN,NAN,4884,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3557,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4450,4509,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3196,NAN,NAN,NAN,4808,NAN,NAN,NAN,NAN,NAN,NAN,3604,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3596,NAN,NAN,NAN,NAN,NAN,NAN
PE 35:1 [M+H]+_4831,NAN,NAN,NAN,NAN,1295,NAN,NAN,NAN,NAN,1562,NAN,NAN,NAN,1230,NAN,NAN,NAN,NAN,1707,NAN,1231,NAN,NAN,NAN,NAN,1375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1730,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1332,NAN,1085,NAN,NAN,NAN,NAN,NAN,1658,NAN,NAN,NAN,NAN,NAN,1518,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1653,NAN,NAN,NAN,NAN,1835,NAN,NAN,NAN,NAN,NAN,1707,NAN,1610,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1687,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1351
PE 35:1 [M+H]+_2111,1992,1393,2136,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2402,NAN,NAN,NAN,NAN,NAN,NAN,3269,3381,NAN,NAN,2211,NAN,NAN,NAN,NAN,NAN,2264,NAN,2415,NAN,2306,NAN,2626,NAN,NAN,NAN,NAN,NAN,2406,2215,2451,NAN,NAN,NAN,1843,NAN,NAN,NAN,NAN,NAN,2620,NAN,2299,NAN,2437,NAN,NAN,NAN,2719,2592,NAN,NAN,NAN,NAN,NAN,1697,2645,NAN,3006,NAN,NAN,NAN,NAN,NAN,2072,NAN,NAN,1809,NAN,NAN,2612,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1717,NAN,2805,NAN,2599,1394,NAN,NAN,NAN,NAN,2035,NAN,NAN,2617,NAN,NAN,NAN,3044,NAN,NAN,NAN,NAN,2055,NAN,NAN,NAN,NAN,2872,NAN,2660,2166,2609,1241,NAN,NAN,NAN,NAN,NAN,1842,NAN,NAN,1984,NAN,2007,2160,2089,NAN,NAN,NAN
PE 35:1 [M+H]+_4120,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2052,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2628,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2005,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2591,NAN,NAN,NAN,1919,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2172,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1930,NAN,1675,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2635,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2591,NAN,2601,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PE 35:1 [M+H]+_2232,NAN,NAN,NAN,NAN,NAN,4738,NAN,5755,NAN,5801,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5816,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5850,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7357,3756,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7210,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5681,NAN,6004,NAN,5670,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6847,7332,NAN,5762,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5929,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4851,NAN,4405,NAN,5758,NAN,NAN,NAN,NAN
PE 35:1 [M+H]+_2364,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4786,NAN,NAN,4421,4357,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5728,NAN,5787,NAN,NAN,NAN,NAN,4710,NAN,NAN,NAN,NAN,NAN,5086,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4372,5912,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4728,NAN,NAN,NAN,2588,NAN,NAN,4156,4461,NAN,2433,NAN,NAN,NAN,3455,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2562,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5727,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PE 35:1 [M+H]+_1348,NAN,3028,3384,3102,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3495,2717,NAN,2795,NAN,2766,3562,3744,NAN,4559,NAN,NAN,NAN,NAN,NAN,4926,3953,4449,NAN,NAN,NAN,3555,3455,NAN,3469,NAN,NAN,NAN,NAN,2962,3009,NAN,3757,NAN,NAN,3552,2702,2607,2632,2765,NAN,NAN,NAN,NAN,2695,NAN,NAN,NAN,3299,NAN,3374,NAN,3556,NAN,NAN,3438,3343,3410,2921,NAN,NAN,4260,NAN,NAN,NAN,NAN,2390,NAN,NAN,NAN,NAN,3593,NAN,NAN,NAN,NAN,3539,NAN,3460,NAN,3524,3686,NAN,NAN,3717,4357,NAN,NAN,4365,3729,3656,NAN,3564,NAN,3573,NAN,NAN,4521,4027,NAN,NAN,NAN,NAN,3381,NAN,NAN,3361,3612,4035,NAN,NAN,NAN,NAN,NAN,NAN,2377,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3297,3882,NAN,3453,3218
PE 35:1 [M+H]+_1603,NAN,2873,NAN,2804,NAN,NAN,NAN,NAN,NAN,3641,2793,NAN,NAN,NAN,3108,2193,NAN,NAN,3471,NAN,NAN,NAN,NAN,3455,3489,3600,NAN,NAN,NAN,NAN,NAN,3542,NAN,3490,NAN,NAN,NAN,NAN,3431,3051,NAN,NAN,NAN,NAN,NAN,NAN,3259,NAN,NAN,NAN,NAN,2785,2997,3948,NAN,NAN,NAN,2941,NAN,NAN,NAN,NAN,3481,3591,NAN,2582,NAN,3132,3474,NAN,NAN,NAN,NAN,NAN,3610,NAN,NAN,NAN,3319,NAN,NAN,NAN,3758,NAN,NAN,3560,NAN,3446,3367,NAN,3069,2996,3615,NAN,NAN,2529,NAN,NAN,NAN,NAN,NAN,3557,NAN,3439,3438,NAN,NAN,NAN,NAN,NAN,NAN,3909,3711,NAN,NAN,3414,NAN,NAN,NAN,3794,NAN,NAN,NAN,3528,NAN,2833,NAN,NAN,NAN,NAN,3508,3220,NAN,NAN,NAN,2410,NAN,3199,NAN,3028,NAN,3022
PE 35:2 [M+H]+_3999,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2000,NAN,1987,NAN,2080,NAN,NAN,NAN,2021,NAN,2006,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4765,NAN,NAN,NAN,NAN,2581,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1931,NAN,NAN,NAN,2292,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2351,NAN,2233,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1881,NAN,2615,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2410,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2597,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1762,NAN,2091,NAN,NAN,NAN,NAN,NAN,NAN
PE 35:2 [M+H]+_237,NAN,30105,NAN,33595,NAN,NAN,NAN,34011,NAN,31364,NAN,31259,NAN,NAN,22623,30855,NAN,32242,26814,56931,49231,56462,NAN,NAN,NAN,NAN,NAN,62189,36183,62087,40165,36098,22716,NAN,31601,45207,33990,NAN,33305,33337,NAN,NAN,31514,NAN,38087,NAN,35938,NAN,27925,NAN,30631,NAN,34906,NAN,34864,NAN,30840,NAN,NAN,NAN,36293,NAN,NAN,20331,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,43186,NAN,46036,NAN,41609,NAN,40170,NAN,NAN,NAN,NAN,NAN,45952,28487,NAN,53179,40434,33341,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,42059,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,34669,23665,40984,24999,30805,19763,30015,NAN,25780,NAN,NAN,NAN,NAN
PE 35:3 [M+H]+_841,1140,3408,1878,2049,1481,2500,NAN,2372,1224,2078,NAN,2434,NAN,1794,NAN,2720,1362,2868,1547,8435,3706,9248,3871,2935,NAN,3908,1843,3943,2436,4827,3112,2926,1415,3283,2332,3987,1941,3462,2087,2580,NAN,2820,2958,1476,3645,2334,3141,2193,3035,1028,3070,1150,3783,1686,3379,1797,3574,2079,3164,1828,3463,NAN,2878,1691,2153,1217,2424,1917,3642,1068,2728,1228,3514,2080,3365,2823,3089,NAN,3202,1663,2255,NAN,3128,1622,5066,2904,5857,2868,3844,NAN,4103,2287,2801,1658,3110,1909,3978,2429,NAN,4888,3428,3620,NAN,2983,2450,2685,1314,2405,NAN,3694,NAN,3664,2241,4300,2214,4564,2260,2464,NAN,2775,2185,4327,NAN,3929,NAN,1826,NAN,2008,1412,3149,2004,3990,2178,3353,1601,2710,2247,2114,NAN,2397,NAN,2955
PE 35:3 [M+H]+_3218,NAN,NAN,1520,NAN,NAN,1020,NAN,NAN,NAN,1100,NAN,1157,NAN,NAN,1041,1365,NAN,NAN,NAN,NAN,NAN,NAN,2795,NAN,NAN,NAN,NAN,NAN,1878,NAN,2257,1512,NAN,1859,1592,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1000,2915,1837,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1178,NAN,NAN,NAN,NAN,NAN,1103,1644,1710,NAN,NAN,NAN,NAN,NAN,NAN,1425,NAN,NAN,NAN,1681,NAN,1243,1236,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1225,NAN,NAN,NAN,2917,NAN,NAN,3702,NAN,1572,NAN,NAN,1098,NAN,NAN,1778,NAN,2160,NAN,NAN,1121,2182,1020,NAN,NAN,1395,NAN,1153,NAN,NAN,NAN,NAN,1009,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1112,NAN,NAN,NAN,NAN
PE 37:1 [M+H]+_70,56728,NAN,NAN,64851,58379,62123,63046,NAN,57112,64173,67159,63018,60754,NAN,NAN,61377,60385,NAN,65211,NAN,60021,61839,56642,68495,64732,64643,67824,66470,53469,61945,61291,64323,56272,60109,60448,62687,NAN,64285,59990,64286,50944,61709,63440,54130,NAN,55849,NAN,55028,59804,47753,NAN,55271,NAN,NAN,61844,54570,NAN,57420,51982,55487,64809,52549,64450,58200,63870,55017,60730,49728,63803,60670,62154,64241,65834,NAN,63436,60099,63084,50097,59609,51310,67683,60766,66724,63953,67108,61086,60556,61824,67482,63039,63895,64688,65655,60685,64786,62067,64913,58416,50263,NAN,61985,NAN,58441,62069,60759,68892,60699,65567,62019,NAN,62154,NAN,64165,70159,64175,65523,62225,66897,59750,63566,64470,64366,60349,62440,63451,69827,63045,57709,60336,61699,58841,64980,57356,62837,59792,NAN,59935,64971,55961,62049,NAN,66675
PE 37:1 [M+H]+_764,NAN,NAN,NAN,NAN,21000,NAN,21233,NAN,NAN,16399,NAN,NAN,NAN,NAN,NAN,NAN,21176,12666,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21240,NAN,NAN,NAN,NAN,NAN,14533,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19660,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16189,NAN,NAN,NAN,NAN,NAN,21014,20843,NAN,NAN,NAN,NAN,NAN,NAN,NAN,20996,NAN,NAN,16169,NAN,NAN,NAN,NAN,21481,NAN,NAN,NAN,NAN,NAN,18342,21890,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,20763,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16869,19837,NAN
PE 37:1 [M+H]+_114,87351,NAN,NAN,NAN,93127,NAN,NAN,NAN,91176,NAN,NAN,NAN,108419,NAN,NAN,NAN,104410,NAN,124613,NAN,111677,NAN,75227,NAN,103289,NAN,NAN,NAN,91966,51179,113267,NAN,96398,60904,NAN,58120,115906,NAN,NAN,NAN,60697,NAN,NAN,70394,NAN,NAN,NAN,NAN,NAN,63711,NAN,88714,NAN,79723,NAN,NAN,NAN,92917,NAN,84166,NAN,NAN,NAN,118381,NAN,83744,60130,NAN,NAN,97240,NAN,105286,NAN,105452,NAN,NAN,NAN,NAN,NAN,NAN,NAN,97401,NAN,NAN,NAN,106891,NAN,110451,NAN,122164,NAN,NAN,NAN,NAN,NAN,NAN,NAN,90626,89278,NAN,121693,NAN,118006,59304,NAN,NAN,89680,NAN,90687,NAN,108742,NAN,NAN,NAN,112849,NAN,107115,NAN,86620,NAN,NAN,NAN,93707,NAN,101794,NAN,124798,NAN,NAN,NAN,97152,NAN,NAN,NAN,103522,NAN,NAN,NAN,NAN,NAN,144584,NAN
PE 37:1 [M+H]+_1607,NAN,NAN,NAN,16779,NAN,12538,NAN,NAN,NAN,16427,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12596,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16286,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16305,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19347,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19208,NAN,NAN,NAN,NAN,NAN,NAN,21302,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PE 37:1 [M+H]+_297,NAN,NAN,NAN,NAN,25621,NAN,28485,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,47008,25962,NAN,NAN,NAN,NAN,NAN,21105,NAN,NAN,NAN,28583,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21799,NAN,NAN,24128,NAN,21130,NAN,NAN,NAN,21250,NAN,NAN,NAN,26065,NAN,NAN,NAN,27992,47154,NAN,NAN,25671,NAN,27964,49319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23332,53928,23817,NAN,NAN,NAN,NAN,NAN,28864,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,60944,NAN,59592,NAN,NAN,NAN,60295,26623,NAN,NAN,63969,28756,62125,28805,62099,29171,NAN,27737,NAN,25633,NAN,NAN,NAN,27516,NAN,27611,60840,29591,NAN,43524,NAN,27908,NAN,NAN,NAN,27890,NAN,48930,NAN,NAN,NAN,NAN,NAN
PE 37:2 [M+H]+_3691,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2648,NAN,NAN,NAN,NAN,NAN,NAN,1996,NAN,NAN,NAN,NAN,2639,NAN,NAN,2007,NAN,2007,NAN,NAN,2798,NAN,NAN,NAN,2051,NAN,NAN,NAN,NAN,1975,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2334,NAN,2681,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2713,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2786,NAN,NAN,NAN,2602,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3244,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1970,1923,NAN,NAN,NAN,NAN,NAN,NAN
PE 37:2 [M+H]+_1977,NAN,NAN,2091,NAN,3065,NAN,NAN,1953,2241,3504,3398,NAN,2320,NAN,2485,NAN,1997,2359,NAN,NAN,NAN,NAN,NAN,4352,NAN,1992,NAN,1875,NAN,NAN,NAN,2018,NAN,NAN,2593,NAN,2304,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2997,NAN,NAN,NAN,3380,NAN,NAN,NAN,4367,NAN,NAN,NAN,NAN,1981,3409,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2237,NAN,3492,NAN,NAN,NAN,NAN,2736,NAN,1743,NAN,1984,NAN,NAN,NAN,2759,1584,NAN,NAN,NAN,2047,4367,NAN,2020,2537,NAN,NAN,NAN,2113,NAN,NAN,NAN,NAN,NAN,3526,NAN,NAN,NAN,NAN,NAN,1564,NAN,NAN,NAN,NAN,1654,2663,NAN,NAN,3447,NAN,NAN,1528,1984,NAN,NAN,NAN,1507,NAN,NAN,NAN,NAN,NAN,NAN
PE 37:2 [M+H]+_4132,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4003,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3483,NAN,NAN,3386,3581,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4444,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4369,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2875,NAN,NAN,NAN,NAN,NAN,NAN,3929,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
